PMC,Detector,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
2849,B,0.1314,0.01,9.807,0.0,0.0312,0.2053,9.9,2.9,22829.5,0.0,66.5,168.5,335.62,323.13
2850,A,0.402,0.0015,24.2016,0.0,0.1511,0.0523,28.9,0.4,53860.4,0.0,302.3,40.5,335.6,325.58
2850,B,0.3605,0.0712,21.7526,0.0,0.1887,0.0288,25.3,19.0,47305.5,0.0,370.0,21.7,335.6,325.58
2851,A,0.3798,0.014,24.2397,0.0,0.1776,0.0,26.0,3.6,51435.1,0.0,337.8,0.0,335.6,328.03
2851,B,0.3556,0.0706,26.2637,0.0,0.2073,0.0017,25.8,19.5,59124.4,0.0,418.9,1.4,335.6,328.03
2852,A,0.5008,0.0765,27.2541,0.0,0.0842,0.0238,34.6,20.0,58102.4,0.0,161.6,17.6,335.59,330.49
2852,B,0.4292,0.0572,27.5682,0.0,0.0856,0.0,30.7,15.5,60816.8,0.0,169.5,0.0,335.59,330.49
2853,A,0.3406,0.0711,26.9301,0.0007,0.2126,0.0074,24.5,19.4,59959.7,0.9,424.7,5.7,335.57,332.95
2853,B,0.5455,0.0197,26.0651,0.0,0.1823,0.0,38.0,5.2,56190.5,0.0,354.0,0.0,335.57,332.95
2854,A,0.4525,0.0383,25.6289,0.0012,0.3137,0.033,31.4,10.1,55290.1,1.6,610.0,24.6,335.57,335.42
2854,B,0.5929,0.0975,25.5139,0.0286,0.3586,0.0208,42.8,26.5,57236.3,38.2,729.2,16.0,335.57,335.42
2855,A,0.4649,0.0123,24.2004,0.0809,0.6333,0.0,32.3,3.2,52772.6,105.2,1246.4,0.0,335.55,337.89
2855,B,0.3526,0.014,23.4602,0.0547,0.682,0.0066,24.9,3.8,52137.7,72.4,1367.3,5.1,335.55,337.89
2856,A,0.6063,0.0547,22.2938,0.0809,1.1092,0.0124,42.0,14.2,49175.2,108.7,2236.4,9.1,335.55,340.36
2856,B,0.4428,0.0565,21.8124,0.1018,1.1321,0.0455,31.4,15.1,49429.7,140.5,2339.0,34.5,335.55,340.36
2857,A,0.4356,0.0422,23.7545,0.0844,0.8755,0.0177,30.2,11.1,52164.1,111.3,1741.8,13.2,335.54,342.83
2857,B,0.4251,0.0609,23.3779,0.0466,0.759,0.0248,30.0,16.3,51963.4,62.1,1528.9,18.7,335.54,342.83
2858,A,0.3905,0.029,21.8074,0.0404,0.6275,0.0056,27.1,7.6,47767.8,52.8,1241.4,4.2,335.53,345.32
2858,B,0.3528,0.0225,23.2361,0.0377,0.6818,0.0063,25.2,6.1,52243.9,50.5,1381.6,4.8,335.53,345.32
2859,A,0.2757,0.0162,21.313,0.1564,1.0487,0.0431,19.1,4.3,47296.4,210.1,2105.2,32.3,335.52,347.81
2859,B,0.2688,0.0142,20.6394,0.1358,1.1709,0.0021,18.9,3.8,46676.4,186.4,2396.4,1.6,335.52,347.81
2860,A,0.4063,0.0217,18.7828,0.213,1.9007,0.0171,27.3,5.5,41638.2,296.6,3871.6,12.3,335.51,350.29
2860,B,0.3679,0.0068,18.183,0.1864,1.8925,0.0326,25.0,1.8,40911.6,263.6,3913.0,23.9,335.51,350.29
2861,A,0.2801,0.0463,22.6455,0.1505,1.0571,0.0076,19.3,12.2,49842.3,200.0,2102.6,5.6,335.5,352.79
2861,B,0.2689,0.0268,19.306,0.1339,0.8056,0.0181,19.1,7.3,43785.9,183.0,1650.9,14.0,335.5,352.79
2862,A,0.3919,0.0803,24.7803,0.0594,0.9519,0.0049,26.8,20.9,53738.8,77.4,1868.8,3.6,335.49,355.29
2862,B,0.3047,0.0,23.8263,0.0616,0.881,0.0133,21.6,0.0,53492.2,82.7,1782.7,10.2,335.49,355.29
2863,A,0.243,0.0231,23.1577,0.0968,0.9478,0.0094,16.8,6.1,51019.6,127.6,1881.4,7.0,335.48,357.79
2863,B,0.1472,0.0264,22.6083,0.0724,0.9701,0.0066,10.3,7.1,50266.1,96.2,1939.7,5.0,335.48,357.79
2864,A,0.3457,0.0562,23.9593,0.0588,0.7757,0.0,24.1,14.9,52734.0,77.3,1540.1,0.0,335.48,360.29
2864,B,0.3454,0.0083,23.1095,0.0766,0.892,0.0,24.5,2.2,52070.2,103.4,1813.4,0.0,335.48,360.29
2865,A,0.2932,0.0563,25.2144,0.0263,0.5279,0.0,20.5,15.0,55154.7,34.0,1037.4,0.0,335.47,362.81
2865,B,0.2342,0.0312,24.3453,0.0599,0.4857,0.0,16.7,8.5,54481.6,79.1,974.0,0.0,335.47,362.81
2866,A,0.4657,0.0576,25.1048,0.0487,0.4917,0.0,32.8,15.3,55207.4,63.6,976.1,0.0,335.46,365.32
2866,B,0.3497,0.0547,24.0047,0.0281,0.4893,0.0,25.0,14.9,53716.3,37.2,985.9,0.0,335.46,365.32
2867,A,0.443,0.0546,25.5754,0.0,0.0799,0.0,32.2,15.0,57330.6,0.0,161.0,0.0,335.45,367.83
2867,B,0.206,0.0131,25.7561,0.0212,0.0843,0.0,15.6,3.8,60392.5,28.9,176.1,0.0,335.45,367.83
2868,A,0.1708,0.0073,18.7658,0.0184,0.1892,0.0053,12.2,2.0,41818.3,24.0,376.8,4.1,335.44,370.35
2868,B,0.4144,0.066,26.1218,0.0744,0.3405,0.0213,29.3,17.7,57413.1,96.6,673.4,16.2,335.44,370.35
2869,A,0.3411,0.0411,25.859,0.0218,0.4948,0.0,23.5,10.8,55853.3,27.9,960.0,0.0,335.43,372.88
2869,B,0.276,0.0237,25.0385,0.0431,0.4686,0.0,19.7,6.5,56079.3,57.0,941.2,0.0,335.43,372.88
2870,A,0.3932,0.0515,27.7428,0.0,0.1886,0.0009,27.7,13.8,60593.1,0.0,369.5,0.7,335.42,375.41
2870,B,0.4421,0.0768,26.9172,0.0,0.2256,0.0,31.7,20.9,59894.4,0.0,451.2,0.0,335.42,375.41
2871,A,0.4448,0.0779,28.4814,0.0,0.1743,0.0,30.8,20.5,60931.9,0.0,335.1,0.0,335.41,377.95
2871,B,0.3091,0.0407,26.381,0.0,0.1437,0.0,22.1,11.1,58346.4,0.0,284.3,0.0,335.41,377.95
2872,A,0.2385,0.0592,27.4098,0.0,0.0393,0.0,16.9,16.0,59932.6,0.0,76.8,0.0,335.4,380.49
2872,B,0.4862,0.03,27.2361,0.0048,0.0648,0.0,35.3,8.2,61047.3,6.3,130.3,0.0,335.4,380.49
2873,A,0.4064,0.013,28.7618,0.0157,0.1039,0.0,27.9,3.4,61088.5,19.5,197.5,0.0,335.39,383.04
2873,B,0.2806,0.0499,24.4949,0.0,0.066,0.0187,21.6,14.7,58374.3,0.0,140.7,15.6,335.39,383.04
2874,A,0.336,0.0318,23.9416,0.0236,0.8696,0.0093,22.9,8.2,51729.6,30.5,1695.5,6.9,335.38,385.58
2874,B,0.3955,0.0684,22.5149,0.1023,0.8328,0.0251,28.2,18.5,50830.6,139.1,1704.9,19.2,335.38,385.58
2875,A,0.2499,0.0196,19.8313,0.0986,1.0613,0.0044,17.2,5.2,43832.1,131.6,2121.3,3.3,335.37,388.14
2875,B,0.2961,0.0681,20.4335,0.0726,1.2789,0.0067,20.6,18.0,45770.4,99.0,2606.8,5.0,335.37,388.14
2876,A,0.2463,0.0158,21.0212,0.0769,1.3278,0.0288,16.7,4.1,46059.1,102.3,2639.3,21.2,335.37,390.69
2876,B,0.3999,0.0216,19.9748,0.1261,1.3209,0.0285,28.0,5.7,45098.8,174.8,2722.4,21.4,335.37,390.69
2877,A,0.4388,0.0268,21.4568,0.0851,1.289,0.015,30.1,6.9,47251.5,114.2,2587.1,11.0,335.36,393.25
2877,B,0.3699,0.0666,20.6046,0.1377,1.3285,0.0081,25.9,17.7,46543.9,190.7,2735.8,6.1,335.36,393.25
2878,A,0.3838,0.0405,24.4028,0.0533,0.7953,0.0086,26.4,10.6,53069.8,69.3,1562.0,6.4,335.35,395.82
2878,B,0.3447,0.0894,23.2317,0.0668,0.7604,0.0,24.7,24.4,52536.6,90.4,1555.3,0.0,335.35,395.82
2879,A,0.5713,0.0652,27.2696,0.0,0.1913,0.0103,39.2,16.9,57869.7,0.0,366.3,7.6,335.34,398.38
2879,B,0.5565,0.0852,27.3866,0.0311,0.1453,0.008,39.3,22.7,59721.9,40.0,285.8,6.0,335.34,398.38
2880,A,0.3767,0.0476,27.7908,0.0032,0.0908,0.0,27.0,12.9,61419.1,4.1,179.8,0.0,335.33,400.96
2880,B,0.3702,0.0598,26.0491,0.0,0.0798,0.0,26.7,16.4,57995.9,0.0,159.3,0.0,335.33,400.96
2881,A,0.3733,0.0171,25.9837,0.0315,0.3213,0.0,26.7,4.6,57864.0,41.3,641.5,0.0,335.32,403.54
2881,B,0.2586,0.0,24.4402,0.0005,0.2412,0.0,18.6,0.0,54597.3,0.6,481.5,0.0,335.32,403.54
2882,A,0.6667,0.0475,25.7602,0.006,0.4366,0.0,46.6,12.4,56032.3,7.7,860.5,0.0,335.31,406.12
2882,B,0.3239,0.0,25.0577,0.0256,0.432,0.0,23.0,0.0,55644.5,33.5,859.9,0.0,335.31,406.12
2883,A,0.3521,0.058,26.0452,0.0375,0.4272,0.0,24.7,15.5,56961.9,48.5,839.1,0.0,335.3,408.7
2883,B,0.2923,0.0473,23.5773,0.0197,0.365,0.0,20.7,12.7,52056.7,25.7,723.1,0.0,335.3,408.7
2884,A,0.3002,0.0653,23.7856,0.0223,0.3385,0.0,21.2,17.6,52509.4,29.0,670.9,0.0,335.29,411.3
2884,B,0.316,0.0348,22.7558,0.0081,0.3125,0.005,22.6,9.5,50682.7,10.6,625.0,3.8,335.29,411.3
2885,A,0.3146,0.034,27.4103,0.0074,0.2846,0.0162,21.9,9.0,59278.9,9.4,551.5,12.2,335.28,413.89
2885,B,0.3185,0.0563,26.1999,0.0,0.2351,0.0147,22.9,15.4,58357.0,0.0,469.6,11.4,335.28,413.89
2886,A,0.398,0.0433,25.9118,0.0483,0.546,0.0138,27.6,11.4,56366.1,62.3,1069.5,10.3,335.27,416.49
2886,B,0.3854,0.0215,24.7472,0.0244,0.4658,0.0037,27.6,5.9,55408.5,32.3,938.4,2.9,335.27,416.49
2887,A,0.3511,0.0365,23.0335,0.1241,1.1732,0.0021,24.2,9.6,50730.6,165.6,2340.2,1.6,332.73,416.5
2887,B,0.3468,0.0342,19.9323,0.0535,1.0701,0.0059,24.6,9.2,45394.5,73.9,2213.7,4.5,332.73,416.5
2888,A,0.2798,0.0539,25.3505,0.0584,0.4351,0.0056,19.6,14.4,55567.2,75.6,856.1,4.3,332.74,413.9
2888,B,0.4249,0.0505,23.7753,0.0647,0.4347,0.0208,30.9,13.9,53970.3,87.2,890.7,16.2,332.74,413.9
2889,A,0.2931,0.025,25.7227,0.0093,0.6725,0.0105,20.0,6.5,55335.8,11.9,1300.2,7.8,332.75,411.3
2889,B,0.2617,0.0,23.4715,0.0205,0.5723,0.0,18.4,0.0,51870.1,26.8,1135.1,0.0,332.75,411.3
2890,A,0.2455,0.0512,25.3274,0.0,0.5071,0.0,17.3,13.8,55818.4,0.0,1002.2,0.0,332.76,408.72
2890,B,0.3909,0.0446,24.6916,0.0116,0.4508,0.0257,28.0,12.1,55300.6,15.4,910.2,19.9,332.76,408.72
2891,A,0.4082,0.0563,26.0092,0.0415,0.444,0.0098,28.6,14.9,56768.0,53.7,872.7,7.4,332.78,406.13
2891,B,0.189,0.0459,25.4883,0.0,0.5138,0.0,13.2,12.3,55645.4,0.0,1003.6,0.0,332.78,406.13
2892,A,0.5991,0.014,26.3595,0.0446,0.3843,0.0,41.9,3.7,57359.9,57.5,755.1,0.0,332.79,403.55
2892,B,0.3281,0.0,25.4495,0.0201,0.3916,0.0,23.3,0.0,56528.5,26.3,779.6,0.0,332.79,403.55
2893,A,0.6401,0.0523,23.4133,0.0538,0.2956,0.0,43.7,13.3,49516.4,67.7,567.3,0.0,332.8,400.97
2893,B,0.2341,0.0555,25.8782,0.0085,0.2346,0.0054,16.9,15.4,58126.8,11.2,471.4,4.2,332.8,400.97
2894,A,0.2952,0.0553,25.6851,0.0136,0.3898,0.0,20.9,14.9,56764.4,17.7,772.8,0.0,332.81,398.4
2894,B,0.3348,0.0153,24.5944,0.0255,0.4086,0.0,24.2,4.2,55468.1,34.0,827.1,0.0,332.81,398.4
2895,A,0.4664,0.0364,25.0787,0.0823,0.4538,0.0,32.5,9.6,54635.6,106.3,890.7,0.0,332.82,395.83
2895,B,0.2524,0.0,21.8526,0.0387,0.4231,0.0,18.3,0.0,49713.6,52.0,862.1,0.0,332.82,395.83
2896,A,0.2548,0.0,22.8749,0.0888,0.9888,0.0193,17.6,0.0,50451.8,117.5,1965.8,14.5,332.83,393.27
2896,B,0.2891,0.0353,21.7135,0.112,0.9995,0.0021,20.6,9.6,49327.8,153.5,2052.8,1.6,332.83,393.27
2897,A,0.3898,0.0,20.0337,0.0996,1.3861,0.0125,26.7,0.0,44465.6,135.3,2804.3,9.2,332.84,390.7
2897,B,0.3245,0.0,19.16,0.1311,1.2918,0.0199,22.6,0.0,43245.6,181.3,2653.0,15.0,332.84,390.7
2898,A,0.2896,0.012,20.2291,0.0873,1.1441,0.012,19.8,3.1,44355.4,116.0,2275.0,8.9,332.86,388.15
2898,B,0.4729,0.0397,19.318,0.1431,1.0887,0.0324,33.3,10.5,43602.0,197.9,2246.1,24.3,332.86,388.15
2899,A,0.331,0.0288,23.3742,0.0637,0.6416,0.0258,23.1,7.7,51398.3,83.4,1271.8,19.4,332.87,385.59
2899,B,0.1184,0.0425,21.4493,0.0643,0.5698,0.0,8.4,11.6,48053.3,85.2,1142.3,0.0,332.87,385.59
2900,A,0.3061,0.0192,24.0441,0.0053,0.2241,0.0,21.7,5.2,53086.0,6.9,442.9,0.0,332.88,383.05
2900,B,0.5431,0.0181,25.7206,0.0,0.2633,0.0125,39.6,5.0,58238.7,0.0,537.3,9.7,332.88,383.05
2901,A,0.3675,0.0505,25.6839,0.0399,0.4961,0.0053,25.8,13.5,56347.7,51.9,979.7,4.0,332.89,380.5
2901,B,0.401,0.0363,23.4414,0.0108,0.3751,0.0018,29.1,10.0,53189.6,14.5,766.0,1.4,332.89,380.5
2902,A,0.285,0.0299,24.9434,0.0537,0.5418,0.0048,19.8,8.0,54530.3,69.4,1062.6,3.6,332.9,377.96
2902,B,0.4442,0.0966,24.4879,0.0181,0.5261,0.011,31.6,26.0,54581.9,24.0,1060.1,8.4,332.9,377.96
2903,A,0.3305,0.0474,25.2064,0.0342,0.5697,0.0048,23.1,12.6,55236.8,44.4,1123.0,3.6,332.91,375.43
2903,B,0.2993,0.014,25.1859,0.0,0.5264,0.0075,21.1,3.8,55503.9,0.0,1041.7,5.7,332.91,375.43
2904,A,0.4646,0.0132,24.9737,0.0183,0.3707,0.0032,32.1,3.5,53815.3,23.3,719.4,2.4,332.92,372.9
2904,B,0.2002,0.0062,22.9274,0.0364,0.2852,0.0,14.3,1.7,51312.8,47.7,569.9,0.0,332.92,372.9
2905,A,0.3223,0.0487,26.5757,0.0,0.3581,0.0055,22.4,12.9,57569.0,0.0,695.8,4.1,332.93,370.37
2905,B,0.5062,0.0196,24.7054,0.0122,0.2549,0.0094,35.9,5.3,54497.7,15.9,506.3,7.1,332.93,370.37
2906,A,0.3533,0.049,27.1933,0.0063,0.2024,0.0247,24.8,13.1,59249.3,8.1,395.7,18.8,332.95,367.85
2906,B,0.3664,0.0429,25.9887,0.0103,0.2113,0.0,26.6,11.8,58531.1,13.6,426.9,0.0,332.95,367.85
2907,A,0.3432,0.0335,22.65,0.0903,0.9767,0.0174,23.6,8.8,49679.1,119.1,1938.4,12.9,332.96,365.33
2907,B,0.3134,0.0,21.6128,0.0993,0.9124,0.0233,22.3,0.0,48972.8,135.4,1867.8,18.0,332.96,365.33
2908,A,0.4742,0.0754,20.5292,0.1554,1.3405,0.0254,32.7,19.6,45552.5,212.5,2724.9,18.6,332.97,362.81
2908,B,0.3723,0.0352,18.8387,0.0846,1.1406,0.0,25.8,9.3,42090.1,115.2,2320.7,0.0,332.97,362.81
2909,A,0.4762,0.0206,24.2878,0.0755,0.7171,0.0113,33.2,5.4,53318.6,99.0,1422.7,8.4,332.98,360.3
2909,B,0.2651,0.0413,20.3503,0.0526,0.5592,0.0036,19.0,11.3,46089.3,70.8,1140.3,2.8,332.98,360.3
2910,A,0.4694,0.0372,26.0605,0.0894,0.3788,0.0191,32.9,9.9,56973.8,115.7,745.6,14.4,332.99,357.79
2910,B,0.3127,0.0311,24.5986,0.0745,0.3106,0.0,21.9,8.3,53677.0,95.7,607.0,0.0,332.99,357.79
2911,A,0.4337,0.0253,24.1425,0.2373,0.5526,0.0204,30.3,6.7,52990.7,311.4,1093.6,15.3,333.0,355.3
2911,B,0.3766,0.0155,24.0625,0.2145,0.5821,0.0,27.0,4.2,54299.0,288.6,1181.0,0.0,333.0,355.3
2912,A,0.2352,0.0049,20.4224,0.1758,1.6268,0.0305,15.9,1.3,45059.4,238.9,3263.2,22.4,333.01,352.8
2912,B,0.3046,0.0439,19.9853,0.1645,1.6234,0.0161,21.1,11.6,45130.2,229.7,3346.3,12.0,333.01,352.8
2913,A,0.3334,0.0227,23.1965,0.1038,0.7603,0.0197,23.4,6.1,51538.8,138.1,1524.2,14.9,333.02,350.3
2913,B,0.2922,0.0466,22.6432,0.0933,0.6669,0.0153,21.0,12.7,51292.5,126.0,1360.5,11.8,333.02,350.3
2914,A,0.2588,0.0,24.4837,0.0476,0.2847,0.0,18.4,0.0,54144.3,61.8,562.8,0.0,333.03,347.82
2914,B,0.404,0.0228,24.9262,0.0658,0.311,0.0136,29.5,6.3,56749.8,88.4,636.6,10.7,333.03,347.82
2915,A,0.3169,0.0452,22.7973,0.1093,0.882,0.0073,22.2,12.0,50643.9,145.8,1768.5,5.5,333.05,345.33
2915,B,0.5662,0.0516,22.5921,0.0774,0.8815,0.0,40.1,13.7,50622.9,104.8,1797.6,0.0,333.05,345.33
2916,A,0.4209,0.0269,22.7184,0.0078,0.3779,0.0022,29.6,7.2,49977.0,10.2,748.9,1.7,333.06,342.85
2916,B,0.3766,0.0071,23.8958,0.0647,0.4261,0.0,27.3,2.0,54260.6,86.9,868.9,0.0,333.06,342.85
2917,A,0.2903,0.0431,23.4913,0.105,0.8687,0.0081,20.2,11.4,51922.4,139.1,1731.0,6.1,333.06,340.38
2917,B,0.2948,0.0283,20.9128,0.0339,0.6918,0.0182,21.0,7.7,47203.2,45.7,1409.0,14.1,333.06,340.38
2918,A,0.391,0.0403,22.4789,0.022,0.4023,0.0257,27.6,10.8,49530.3,28.7,799.5,19.5,333.08,337.9
2918,B,0.3302,0.021,24.2402,0.0576,0.5386,0.0097,23.5,5.7,54010.2,76.1,1079.4,7.4,333.08,337.9
2919,A,0.2667,0.0805,23.1291,0.0,0.1955,0.0,18.7,21.6,50500.2,0.0,382.5,0.0,333.09,335.43
2919,B,0.234,0.0343,22.7717,0.0,0.2086,0.0,16.6,9.3,50188.8,0.0,411.1,0.0,333.09,335.43
2920,A,0.4294,0.0135,27.6544,0.0,0.3522,0.0,29.7,3.5,59472.0,0.0,680.1,0.0,333.1,332.96
2920,B,0.382,0.0443,26.2485,0.0,0.2751,0.002,27.5,12.1,58693.1,0.0,552.2,1.5,333.1,332.96
2921,A,0.2982,0.0239,27.2412,0.0,0.1369,0.0173,21.3,6.5,60264.0,0.0,270.9,13.4,333.11,330.51
2921,B,0.4332,0.0245,20.158,0.0,0.1934,0.0,31.3,6.7,45140.2,0.0,391.2,0.0,333.11,330.51
2922,A,0.2897,0.0,24.6141,0.0,0.1959,0.0,20.5,0.0,54184.8,0.0,385.3,0.0,333.12,328.05
2922,B,0.5166,0.0871,26.4899,0.0,0.192,0.007,36.5,23.2,57902.9,0.0,378.3,5.3,333.12,328.05
2923,A,0.3419,0.0096,27.6236,0.0,0.117,0.0,23.8,2.5,59431.5,0.0,225.0,0.0,333.14,325.59
2923,B,0.3818,0.0245,27.1455,0.0,0.1367,0.0,27.1,6.6,59682.4,0.0,269.3,0.0,333.14,325.59
2924,A,0.4158,0.0336,24.4202,0.0,0.1263,0.028,30.2,9.2,54800.7,0.0,254.9,21.8,333.14,323.15
2924,B,0.3588,0.0217,23.815,0.0,0.1296,0.008,26.0,6.0,53393.8,0.0,260.6,6.2,333.14,323.15
2925,A,0.4599,0.0,25.7443,0.0,0.0837,0.0064,32.5,0.0,56218.2,0.0,164.1,4.9,333.15,320.7
2925,B,0.1572,0.0308,25.497,0.0104,0.0901,0.0177,11.5,8.7,57794.0,13.7,182.1,14.1,333.15,320.7
2926,A,0.5023,0.0698,29.0902,0.0,0.0478,0.0,35.5,18.7,63348.7,0.0,93.6,0.0,333.17,318.25
2926,B,0.4097,0.0492,25.9738,0.0,0.032,0.0,29.9,13.6,58517.7,0.0,64.7,0.0,333.17,318.25
2927,A,0.4881,0.0537,26.7876,0.0,0.0496,0.0,35.5,14.7,60023.1,0.0,99.9,0.0,333.18,315.82
2927,B,0.1665,0.048,24.4516,0.0,0.0186,0.0096,13.6,15.1,61800.4,0.0,42.0,8.5,333.18,315.82
2928,A,0.3055,0.0539,26.6822,0.0,0.0099,0.0,22.2,14.9,59748.9,0.0,19.9,0.0,333.19,313.39
2928,B,0.549,0.0339,29.2025,0.0,0.0,0.0,38.2,8.9,62560.5,0.0,0.0,0.0,333.19,313.39
2929,A,0.4235,0.0614,26.7209,0.0,0.058,0.0,30.1,16.6,58618.6,0.0,114.1,0.0,333.2,310.96
2929,B,0.3916,0.0,28.0896,0.0,0.0526,0.0,28.3,0.0,62575.0,0.0,104.8,0.0,333.2,310.96
2930,A,0.4911,0.0118,27.8346,0.0,0.123,0.0,34.8,3.2,60880.0,0.0,241.4,0.0,333.22,308.53
2930,B,0.6228,0.0222,27.7665,0.0,0.1637,0.0,41.8,5.6,57565.5,0.0,306.0,0.0,333.22,308.53
2931,A,0.4229,0.0542,25.9005,0.053,0.3909,0.0014,29.5,14.4,56435.6,68.3,766.0,1.1,333.22,306.12
2931,B,0.4759,0.0462,24.9706,0.07,0.3266,0.011,34.6,12.7,56415.4,93.7,665.3,8.6,333.22,306.12
2932,A,0.3407,0.0223,23.5277,0.0764,0.7786,0.0072,23.8,5.9,51925.5,100.7,1549.6,5.4,333.25,303.69
2932,B,0.3726,0.0349,23.2821,0.0833,0.7889,0.0048,26.3,9.4,51982.1,111.3,1591.0,3.6,333.25,303.69
2933,A,0.6523,0.0485,23.6125,0.0847,1.0022,0.0,45.0,12.5,51657.3,112.4,2000.9,0.0,333.23,301.29
2933,B,0.4125,0.0731,22.8295,0.0655,0.9902,0.033,29.1,19.5,51078.0,88.5,2014.5,24.9,333.23,301.29
2934,A,0.3477,0.023,23.5702,0.0631,0.7946,0.0,24.2,6.1,51968.4,83.0,1579.1,0.0,333.25,298.87
2934,B,0.2326,0.0,22.0072,0.0047,0.6682,0.0016,16.6,0.0,49661.2,6.3,1353.6,1.3,333.25,298.87
2935,A,0.3757,0.0266,21.3512,0.0863,0.9571,0.0081,26.0,7.0,47165.6,114.9,1915.3,6.0,333.26,296.47
2935,B,0.5586,0.0498,21.8592,0.1001,1.0346,0.0407,39.6,13.3,49321.2,137.7,2133.6,30.7,333.26,296.47
2936,A,0.4421,0.0424,24.102,0.0458,0.6677,0.0081,30.9,11.2,53048.7,60.1,1328.2,6.1,333.26,294.06
2936,B,0.3885,0.0702,23.5264,0.0842,0.6843,0.0071,27.6,18.9,52662.1,112.6,1383.4,5.4,333.26,294.06
2937,A,0.441,0.0386,28.1951,0.0,0.1342,0.0,28.8,9.6,56974.0,0.0,243.1,0.0,333.3,291.67
2937,B,0.4192,0.0536,27.2902,0.0231,0.1463,0.0082,28.3,13.7,56946.8,28.3,274.1,5.9,333.3,291.67
2938,A,0.3528,0.0353,27.029,0.054,0.2466,0.0,24.7,9.4,58857.0,69.1,480.7,0.0,333.29,289.27
2938,B,0.3402,0.0328,24.0336,0.0024,0.223,0.0,24.3,8.9,53370.5,3.1,444.2,0.0,333.29,289.27
2939,A,0.3235,0.0185,25.0439,0.0666,0.5868,0.0197,22.5,4.9,54741.3,86.3,1153.2,14.8,333.32,286.89
2939,B,0.1816,0.0441,21.602,0.0179,0.5071,0.0119,12.9,12.0,48429.6,23.7,1019.9,9.2,333.32,286.89
2940,A,0.3084,0.0505,22.5676,0.0824,1.0098,0.0031,21.2,13.2,49405.1,108.6,1998.6,2.3,333.32,284.5
2940,B,0.4545,0.0269,21.8439,0.0695,1.008,0.0159,31.9,7.1,48877.6,94.0,2049.9,11.9,333.32,284.5
2941,A,0.303,0.0174,21.7406,0.142,1.084,0.0083,20.9,4.6,48156.8,190.3,2170.7,6.2,333.33,282.12
2941,B,0.2571,0.0289,20.9671,0.1378,1.0854,0.0355,18.1,7.8,47343.5,188.6,2218.9,27.1,333.33,282.12
2942,A,0.358,0.0172,22.4271,0.0645,1.1184,0.0213,24.5,4.5,49113.1,85.3,2221.5,15.8,333.34,279.74
2942,B,0.3251,0.0641,21.4332,0.0834,1.0059,0.0145,22.8,17.1,48049.3,112.8,2044.4,11.0,333.34,279.74
2943,A,0.2891,0.0202,22.4477,0.041,1.1407,0.0183,19.9,5.3,49306.9,54.3,2269.3,13.6,333.35,277.37
2943,B,0.4417,0.0295,21.8817,0.1232,1.0959,0.0196,31.0,7.8,48999.4,167.6,2231.1,14.7,333.35,277.37
2944,A,0.4195,0.0439,25.1637,0.0265,0.7043,0.0046,29.4,11.7,55426.7,34.8,1401.0,3.5,333.36,274.99
2944,B,0.4074,0.0517,24.639,0.009,0.6441,0.0099,28.7,13.8,54477.5,11.9,1286.8,7.5,333.36,274.99
2945,A,0.1332,0.0172,21.9802,0.0644,1.6219,0.0092,9.0,4.5,48407.6,86.3,3232.4,6.8,333.36,272.62
2945,B,0.2898,0.0411,21.5767,0.0828,1.7102,0.0234,20.0,10.8,48583.6,114.4,3510.6,17.5,333.36,272.62
2946,A,0.3679,0.0505,23.966,0.0198,0.7079,0.0172,26.0,13.5,53291.9,26.2,1421.1,13.1,333.38,270.26
2946,B,0.2246,0.0,23.8238,0.0577,0.7374,0.0,15.8,0.0,53179.3,76.4,1476.2,0.0,333.38,270.26
2947,A,0.4078,0.0311,25.0759,0.0081,0.3849,0.0239,28.7,8.3,54977.2,10.4,760.6,18.1,333.39,267.9
2947,B,0.1118,0.0,24.631,0.0499,0.3592,0.0117,8.0,0.0,54838.3,65.0,712.6,9.1,333.39,267.9
2948,A,0.4192,0.0214,26.2585,0.0212,0.3964,0.0253,29.5,5.7,57516.2,27.4,781.2,19.2,333.4,265.54
2948,B,0.4377,0.015,24.9581,0.0056,0.3488,0.0151,31.9,4.1,56677.6,7.5,713.2,11.9,333.4,265.54
2949,A,0.3776,0.0363,25.7803,0.0495,0.4995,0.0063,26.5,9.7,56585.5,64.4,986.2,4.8,333.41,263.2
2949,B,0.2059,0.0,24.4213,0.0269,0.4898,0.0,14.8,0.0,55036.7,35.7,987.4,0.0,333.41,263.2
2950,A,0.3632,0.0352,24.8066,0.0603,0.5183,0.0,25.5,9.4,54593.5,78.6,1025.9,0.0,333.42,260.84
2950,B,0.2833,0.0261,24.4459,0.0468,0.5169,0.0114,20.1,7.1,54506.5,61.7,1034.9,8.8,333.42,260.84
2951,A,0.0912,0.0,20.0712,0.1623,0.8399,0.0054,6.2,0.0,44030.7,212.9,1650.4,4.0,333.43,258.5
2951,B,0.3442,0.0411,21.6483,0.1814,0.9901,0.0,24.2,11.0,48559.8,246.1,2008.9,0.0,333.43,258.5
2952,A,0.4265,0.038,21.8584,0.1082,1.055,0.0188,29.2,9.9,47785.4,143.5,2096.5,13.8,333.44,256.15
