PMC,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
813,0.4685,0.0585,24.2481,0.0672,0.6923,0.0065,33,15.6,53759.4,89.1,1389.6,4.9,387.38,320.46
814,0.3327,0.0538,24.9221,0.0553,0.6712,0,23.1,14.2,54506.2,71.8,1321.9,0,387.34,318.01
815,0.3679,0.0143,24.1762,0.0623,0.4885,0.0261,25.8,3.8,53107.9,81.3,966.7,19.8,387.31,315.58
411,0.334,0.0244,23.5111,0.0091,0.4989,0,23.3,6.5,51469.2,11.8,981.9,0,398,365.05
817,0.3237,0.0113,20.6797,0.0316,0.8073,0.0309,22.3,3,45330.9,41.5,1600.7,23,387.25,310.72
818,0.2231,0,21.7661,0.1084,1.0061,0.0317,15.4,0,47923.8,143.7,1999.1,23.7,387.21,308.29
819,0.3841,0.0337,21.936,0.0671,0.8227,0.044,26.5,8.8,48021.5,88.2,1632.1,32.6,387.17,305.87
820,0.3221,0.0129,21.5702,0.1096,0.9774,0.032,21.9,3.3,46735.8,143.4,1916.6,23.5,387.14,303.45
821,0.1532,0.0358,22.152,0.0895,1.033,0.0251,10.5,9.5,48791.7,118.3,2050.4,18.9,387.11,301.04
822,0.2771,0.0497,22.1531,0.1206,1.1207,0,18.9,13,48529.6,159.7,2220.4,0,387.09,298.63
823,0.4534,0.0413,21.4549,0.0472,1.1359,0.0016,31.4,10.8,47549.7,63.5,2292.4,1.2,387.06,296.22
824,0.3674,0.0125,21.2321,0.0946,1.2031,0.0292,25.2,3.3,46812.4,126.8,2411.5,21.6,387.01,293.82
825,0.2862,0.0694,19.1197,0.187,1.6998,0.0558,19.4,17.9,42396.8,258.4,3454.7,40.6,386.97,291.42
826,0.2541,0.0803,21.7552,0.144,1.0749,0.0053,17.5,21.1,47992.4,192.2,2145.7,3.9,386.94,289.03
827,0.2903,0.0043,22.742,0.0909,1.0303,0.0069,20,1.1,50068.7,120.2,2047,5.2,386.91,286.64
828,0.2728,0.0346,21.3598,0.0871,1.0298,0.0151,18.9,9.1,47253.8,116.1,2059.9,11.3,386.89,284.25
829,0.3269,0.0399,23.7743,0.0913,0.809,0.0065,22.8,10.6,52505.6,120.4,1611.1,4.9,386.85,281.87
830,0.2926,0.0674,25.891,0,0.0983,0.0026,21.2,18.6,57981.6,0,197.1,2,386.81,279.5
831,0.2663,0.0236,19.9784,0.0214,0.4834,0.0496,18.7,6.3,44112.4,28,962.5,37.7,386.78,277.12
832,0.64,0,20.9138,0.1332,0.874,0.0576,44.9,0,46507.2,180.5,1777.9,42.9,386.76,274.74
833,0.4047,0.0038,17.0597,1.0523,0.548,0.1112,28.4,1,38273.8,1466.5,1111.1,84.2,386.73,272.37
834,0.2567,0.033,10.8818,1.4728,0.3348,0.281,17.7,8.6,24268.2,2144.9,681.7,208.7,386.69,270.01
835,0.3117,0.0058,21.7951,0.2158,0.585,0.0258,21.9,1.6,48321.5,285.8,1166.5,19.6,386.66,267.65
836,0.2976,0.031,25.2867,0.017,0.5749,0.0048,20.7,8.2,55245.5,22,1128.2,3.6,386.63,265.29
837,0.2581,0.0291,19.5834,0.1782,1.6843,0.0289,17.6,7.5,43666.3,246.1,3425.3,21.3,386.6,262.94
838,0.5761,0.0564,25.3378,0.0179,0.6832,0,40.1,14.8,55248,23.3,1351,0,386.57,260.59
839,0.3834,0.0253,28.547,0.0192,0.1424,0,27,6.8,62086.4,24.4,277.2,0,386.53,258.25
840,0.2364,0.0103,25.7088,0,0.0773,0,17.9,3,60244.6,0,161.6,0,386.5,255.91
841,0.2284,0.0342,28.9936,0,0,0,16.1,9.2,63201.2,0,0,0,386.47,253.57
842,0.2176,0.0701,26.6484,0,0.0372,0,15.8,19.5,59650.3,0,74.4,0,386.44,251.23
843,0.3885,0.0489,28.6218,0,0.0452,0.0034,27.6,13.2,62626.3,0,88.5,2.6,386.41,248.9
844,0.6119,0.0798,30.0391,0,0.053,0,39.9,19.6,60230.7,0,95.8,0,386.37,246.58
845,0.5546,0.0489,26.5802,0.0109,0.043,0,40.4,13.4,59579.5,14.4,86.8,0,386.34,244.26
846,0.3824,0.0445,28.6439,0,0.0255,0.0023,27,12,62445.9,0,49.8,1.8,386.31,241.94
847,0.546,0.0611,26.4717,0,0.0159,0,39.8,16.8,59383.1,0,32.1,0,386.28,239.62
848,0.3017,0.0411,26.702,0.0143,0.0293,0,21.9,11.4,59807,18.7,58.6,0,386.25,237.31
849,0.4888,0.0473,28.5451,0,0.0459,0,34.9,12.8,62712,0,90.6,0,386.22,235
850,0.2608,0.0051,28.4878,0,0.0738,0,18.5,1.4,62451.6,0,144.2,0,386.19,232.69
851,0.5248,0.0637,26.6556,0,0.0362,0,38.2,17.5,59715.1,0,73,0,386.15,230.39
852,0.6465,0.0201,31.0463,0,0.0449,0,42.4,5,62620.4,0,81.5,0,386.12,228.1
853,0.5191,0.0337,31.2981,0,0.0565,0,33.5,8.2,62262.5,0,100.7,0,386.09,225.81
854,0.5299,0.0729,31.4036,0,0.0526,0,34.5,17.9,62843.2,0,94.6,0,386.06,223.51
855,0.4765,0.0452,26.5583,0,0.0147,0.0091,34.7,12.5,59530.6,0,29.6,7.1,386.03,221.23
856,0.6966,0.0988,31.5828,0,0.0497,0,45,24.3,62698.1,0,88.9,0,386,218.95
857,0.3763,0.0337,26.7846,0,0.0299,0,27.3,9.3,60010.3,0,60,0,385.96,216.67
858,0.2107,0.0153,27.9238,0,0.0251,0.0059,15.4,4.3,63202.5,0,50.6,4.7,385.93,214.39
859,0.5505,0.0437,29.3653,0.0025,0.0089,0,38.5,11.5,63037.1,3.2,17.1,0,385.9,212.12
860,0.5867,0.0355,30.3312,0.0052,0.0253,0,38.9,8.9,61807,6.2,46.3,0,385.87,209.85
861,0.3828,0.0649,26.8376,0,0.0444,0.0097,27.8,17.9,60142.1,0,89.2,7.6,385.84,207.59
862,0.7664,0.0435,34.2871,0,0.0509,0,45.3,9.6,62233.7,0,83.1,0,385.81,205.32
863,0.3731,0.0711,26.6241,0.0092,0.0065,0,27.1,19.6,59602.3,12,12.9,0,385.78,203.07
864,0.5026,0.0827,29.5461,0,0.0211,0,34,21.2,61569.6,0,39.5,0,385.75,200.81
865,0.2601,0.0539,26.7316,0,0.0146,0.0132,19.8,15.7,62875.6,0,30.7,10.9,385.72,198.56
866,0.7614,0.0612,32.1487,0,0.0192,0,49,14.7,63342.6,0,34.2,0,385.69,196.32
867,0.3062,0.0379,27.5013,0,0.0225,0.0011,22.8,10.8,63196.2,0,46.2,0.9,385.66,194.07
868,0.5355,0.0638,26.4672,0,0.0284,0,39,17.5,59310.5,0,57.4,0,385.63,191.83
869,0.341,0.0363,26.5851,0,0.0381,0,24.7,10,59567.9,0,76.3,0,385.6,189.6
870,0.3952,0.078,35.726,0,0.0583,0,21.7,16.3,60397.9,0,88,0,385.57,187.36
871,0.2331,0.0277,27.7675,0,0.0079,0,17,7.7,62664.7,0,15.9,0,383.21,187.37
872,0.2122,0.0474,28.1574,0,0.0155,0,15.2,13.1,62471.4,0,30.7,0,383.24,189.61
873,0.5351,0.0193,26.3909,0,0.0034,0,39,5.3,59193.4,0,6.8,0,383.27,191.84
874,0.3657,0.0309,28.8223,0,0.0165,0,25.8,8.3,62789,0,32.2,0,383.3,194.08
875,0.1225,0.0398,26.0619,0,0.0064,0,9.5,11.9,62258.6,0,13.7,0,383.32,196.33
876,0.417,0.0535,30.6561,0,0.0731,0,27.7,13.5,62841.2,0,134.3,0,383.35,198.58
877,0.2768,0.0768,28.9038,0.0167,0.0109,0.0038,19.6,20.8,63268.4,21.3,21.3,2.9,383.38,200.82
878,0.6276,0.0559,31.1241,0,0.0567,0,41.4,13.9,63070.2,0,103.5,0,383.41,203.08
879,0.6494,0.0685,30.3774,0,0.0224,0.0052,43.9,17.4,63027.3,0,41.9,3.7,383.44,205.33
880,0.2382,0.0442,26.9281,0,0.0326,0.0035,18.2,12.9,63455.1,0,68.5,2.9,383.47,207.6
881,0.3776,0.0836,27.8038,0,0.0676,0,27.2,22.9,61843.2,0,134.8,0,383.5,209.87
882,0.2031,0.063,25.4363,0,0.0483,0,15.7,18.7,60838.4,0,103,0,383.53,212.13
883,0.61,0.0223,30.2813,0,0.0375,0,41.5,5.7,63387,0,70.6,0,383.56,214.41
884,0.5139,0.0446,33.0822,0,0.0368,0,31.6,10.4,62554.4,0,62.3,0,383.59,216.68
885,0.8486,0.0437,33.2544,0,0.0188,0,52,10,62488.8,0,31.9,0,383.61,218.96
886,0.7692,0.0466,33.0282,0,0.0319,0,47.4,10.8,62401.1,0,54.4,0,383.64,221.24
887,0.2695,0.097,26.8536,0,0.0394,0.0039,20.2,27.7,62010,0,81.3,3.2,383.67,223.53
888,0.6952,0.0359,30.4959,0,0.0462,0,46.7,9,62986.4,0,86,0,383.7,225.82
889,0.3221,0.0635,26.7811,0,0.0179,0,23.4,17.6,59969.1,0,35.9,0,383.73,228.11
890,0.3104,0.0621,28.7216,0,0.0342,0,22.2,16.9,63373,0,67.4,0,383.76,230.41
891,0.1717,0.0339,27.119,0.0054,0.0585,0.0077,12.8,9.7,62306.8,7.2,119.8,6.2,383.79,232.71
892,0.3872,0.0512,32.2128,0,0.0228,0,24.3,12.2,62147,0,39.4,0,383.82,235.02
893,0.2258,0.0224,25.8633,0,0.0288,0,16.3,6.2,57856.7,0,57.4,0,383.85,237.32
894,0.4513,0.0286,26.61,0,0.0517,0.0057,32.8,7.9,59619.3,0,103.9,4.4,383.88,239.63
895,0.259,0.0245,27.4349,0,0.023,0.002,19.3,7,63066.7,0,47.1,1.7,383.91,241.95
896,0.9421,0.0396,31.4483,0,0.0697,0,59,9.2,60362.1,0,121.2,0,383.94,244.27
897,0.5853,0.0346,30.2511,0,0.0719,0,39.1,8.7,62281.9,0,133.1,0,383.97,246.6
898,0.4203,0.0268,35.9465,0,0.0493,0,22.4,5.4,58987.5,0,72.2,0,384,248.92
899,0.4401,0.0609,26.6085,0,0.0082,0.0051,32,16.8,59639.1,0,16.6,4,384.03,251.24
900,0.2311,0.0206,27.3983,0,0.016,0,17.2,5.9,62947.8,0,32.7,0,384.06,253.58
901,0.429,0.03,28.6,0,0.0349,0.0026,30.7,8.2,63173.2,0,69,2,384.09,255.92
902,0.6003,0.0564,26.2794,0,0.0234,0,43.8,15.4,58933.3,0,47.3,0,384.12,258.26
903,0.5701,0.069,28.5078,0.0125,0.1912,0,39.5,18,61016.9,15.7,368.8,0,384.15,260.61
904,0.3284,0.0912,25.0868,0.0526,0.6889,0.0097,22.6,24,54434.8,68,1348.3,7.2,384.18,262.95
905,0.7145,0.0447,24.3647,0.0426,0.2338,0,49.1,11.5,51861.1,53.9,451.2,0,384.21,265.31
906,0.6368,0.0507,26.5183,0,0.0241,0,46.5,13.9,59525.3,0,48.8,0,384.24,267.66
907,0.3369,0.0313,25.766,0.3339,0.0525,0.0297,22.7,8,53854.1,410.9,98.1,21.6,384.27,270.02
908,0.2894,5e-04,21.0344,0.3627,0.38,0.0613,19.9,0.1,45421.8,467.7,736.5,45.6,384.3,272.39
909,0.2056,0.0381,22.911,0.1214,0.9766,0.0048,14.2,10.1,50498.8,160.6,1938.1,3.6,384.32,274.76
910,0.2687,0.0405,24.9892,0.0531,0.5458,0.0227,18.9,10.9,54945.4,69.1,1078.9,17.3,384.36,277.13
911,0.5572,0.0226,26.9048,0,0.1548,0,38.4,5.9,57241.2,0,296.5,0,384.39,279.5
912,0.3129,0.06,24.8858,0,0.1817,0,22.6,16.5,55788.5,0,365.1,0,384.41,281.88
913,0.3394,0.0839,22.8833,0.0735,0.8808,0.0186,23.5,22.1,50186.9,96.9,1749.8,13.8,384.44,284.27
914,0.3704,0.0129,23.5579,0.0589,0.8815,0.0376,25.6,3.4,51523.9,77.2,1744.6,28,384.49,286.64
915,0.4146,0,22.1342,0.0585,0.6901,0.0122,28.9,0,48677.7,76.9,1370.9,9.1,384.52,289.04
916,0.2848,0.044,18.552,0.1705,2.0053,0.0252,18.9,11.1,40909.9,236.3,4059.1,18.1,384.54,291.43
917,0.3753,0.0263,20.8765,0.072,1.088,0.0317,26,6.9,46316.2,96.8,2194.6,23.6,384.57,293.83
918,0.3275,0.0096,21.2329,0.1054,1.1846,0.011,22.4,2.5,46523.8,140.2,2354.2,8.1,384.6,296.23
919,0.4892,0.006,21.4091,0.102,1.1624,0.023,33.5,1.6,46993.8,136.5,2324.9,16.8,384.63,298.64
920,0.343,0.0298,21.7395,0.1235,1.0379,0.0083,23.5,7.8,47604.1,163.5,2058.1,6.1,384.67,301.05
921,0.3604,0.0619,21.1855,0.1167,1.0929,0.0317,25.1,16.3,47133.7,158,2212.6,23.7,384.69,303.46
922,0.2347,0.025,16.7389,0.0579,0.5428,0.0661,16.2,6.6,36575.4,75.9,1074,49.4,384.74,305.88
923,0.2788,0.023,17.7472,0.0175,0.5436,0.076,19.6,6.2,39363.4,23.2,1092.7,57.7,384.77,308.31
924,0.4482,0.0505,20.5951,0.0779,0.6817,0.0465,31.6,13.4,45813.9,104.3,1378.7,35,384.78,310.72
925,0.4246,0.0383,23.8512,0.0604,0.7784,0.0013,29.6,10.1,52494.6,79.6,1549.6,1,384.81,313.15
926,0.4067,0.0706,26.9046,0.003,0.1439,0.0027,29.2,19.3,59816,3.9,287.3,2.1,384.86,315.59
927,0.3094,0.013,22.9048,0.011,0.327,0,21.5,3.4,49684.8,14.1,636,0,384.88,318.03
928,0.374,0.0155,25.8086,0.0426,0.472,0,26.2,4.1,56422.7,55,927.3,0,384.91,320.47
929,0.3615,0.02,21.1995,0.0604,0.9173,0.0289,25.2,5.3,47066.8,80.8,1845.7,21.7,384.94,322.91
930,0.2223,0.0671,23.1422,0.124,0.7275,0.0198,15.6,18,51420,164.5,1455.4,15.1,384.98,325.37
931,0.5765,0.0438,27.0822,0.0578,0.3258,0,40.3,11.5,58707.1,74.2,637.1,0,385.01,327.82
932,0.4505,0.0503,28.904,0,0.1902,0,30.4,12.8,60266.7,0,355.9,0,385.04,330.27
933,0.5118,0.0274,26.4877,0.0178,0.4792,0,35.7,7.2,57685.7,23,941.2,0,385.07,332.74
934,0.3701,0.0344,25.2502,0.0629,0.6803,0.0014,25.7,9.1,55200.3,81.8,1339.5,1,385.1,335.2
935,0.4466,0.0161,23.2532,0.0645,1.2443,0.0117,30.7,4.2,51156.1,86,2487.1,8.6,385.13,337.67
936,0.1964,0,22.9481,0.0464,0.571,0,13.9,0,51269.2,61.2,1142.4,0,385.17,340.14
937,0.3418,0.033,25.7939,0,0.4266,0,23.9,8.8,56379.4,0,836.8,0,385.2,342.62
938,0.2607,0.042,26.2876,0,0.3644,0,18.5,11.4,58194.2,0,722.4,0,385.23,345.11
939,0.2134,0.0794,25.9727,0.0139,0.318,0.006,15.3,21.8,58070.7,18.2,636.6,4.7,385.26,347.59
940,0.4706,0.0231,23.7062,0.0137,0.2259,0,34.1,6.3,53307.1,18.2,457.1,0,385.29,350.07
941,0.2857,0.0539,27.3811,0,0.1176,0.0139,19.8,14.2,58652.1,0,225.3,10.4,385.33,352.57
942,0.375,0.0131,27.7005,0.0166,0.2401,0,26.1,3.5,59879.5,21.1,464.9,0,385.36,355.07
943,0.2499,0.0884,26.0433,0.0115,0.5144,0,17.4,23.5,56728.5,14.8,1005.9,0,385.39,357.58
944,0.352,0.0637,24.8546,0,0.3366,0,24.5,16.9,53879.5,0,656.4,0,385.42,360.08
945,0.3441,0.0522,26.5353,0.0459,0.4229,0.0061,23.8,13.7,57183.7,58.4,818.7,4.5,385.45,362.59
946,0.3394,0.0863,24.3137,0.0697,0.7918,0.0033,23.6,22.8,53332.9,91.4,1569.6,2.5,385.49,365.1
947,0.7869,0.0237,21.5511,0.1346,1.5828,0.0078,53.6,6,47367.8,184.1,3211.2,5.6,385.52,367.62
948,0.2731,0.0361,22.7218,0.046,0.5837,0.0042,18.9,9.5,49550.9,59.5,1144.7,3.1,385.55,370.14
949,0.6116,0.0361,25.7559,0,0.245,0,42.1,9.3,54991.7,0,472.2,0,385.58,372.67
950,0.5638,0.0695,25.6233,0.0383,0.5235,0.0144,39.5,18.3,55976.8,49.8,1035.8,10.7,385.62,375.2
951,0.3525,0.0442,22.6098,0.0749,1.0369,0.0083,24.3,11.6,49767.1,99.3,2068,6.2,385.65,377.74
952,0.4893,0,23.2832,0.028,0.4621,0,33.5,0,49924.8,35.6,893.7,0,385.68,380.28
953,0.2218,0.0434,28.3014,0.0096,0.0878,0,15.7,11.7,61774.5,12.2,171,0,385.72,382.83
954,0.6028,0.0695,34.0899,0,0.0539,0,34.7,15.1,60308.2,0,85.6,0,385.75,385.37
955,0.641,0.0246,28.8103,0,0.1416,0,42.9,6.2,59559.8,0,263.5,0,385.78,387.93
956,0.485,0.0193,26.3506,0.0037,0.3814,0.0011,34.3,5.2,58040.3,4.8,756.5,0.8,385.81,390.48
957,0.3653,0.0475,26.8185,0,0.1652,0,25.8,12.8,58618.7,0,323.7,0,385.85,393.04
958,0.4415,0,26.0533,0,0.1667,0.0029,31,0,56639.3,0,325.1,2.2,385.88,395.61
959,0.3629,0.0728,26.0086,0.0316,0.399,0,25.4,19.4,56765,40.7,782.4,0,385.91,398.18
960,0.6048,0.0431,27.5544,0.0291,0.1791,0,42.3,11.3,59594.8,37.1,349,0,385.94,400.75
961,0.4705,0.0107,26.0207,0.0013,0.2382,0,32.9,2.8,56436.1,1.7,464.4,0,385.98,403.32
962,0.4056,0.0604,26.3262,0,0.0661,0,29.5,16.7,59029.3,0,133,0,386.01,405.91
963,0.177,0,27.6946,0.0128,0.0039,0,13,0,62711.2,16.8,7.9,0,386.04,408.49
964,0.3239,0.0769,26.6952,0.0101,0.1248,0,22.2,20.1,56672,12.6,237.2,0,386.08,411.09
965,0.2611,0.0288,25.4963,0.0812,0.539,0,18.2,7.7,55847.8,105.1,1058.2,0,386.11,413.68
966,0.4642,0.0587,20.2799,0.1425,1.4482,0.0263,31.8,15.2,44962.2,195.3,2945,19.2,386.14,416.28
967,0.5162,0.043,27.1688,0.017,0.2804,0,34.7,10.9,56602.4,20.9,526.3,0,383.6,416.29
968,0.2918,0.0528,26.0319,0.0845,0.0825,0.0079,21.1,14.6,58372,110.9,165.4,6.2,383.57,413.69
969,0.4976,0.0585,26.4478,0.0661,0.2865,0.0163,35.4,15.7,58433.4,86.4,570.5,12.4,383.54,411.09
970,0.5285,0.0802,24.9382,0.0251,0.2572,0.016,37.2,21.3,54371.4,32.4,507.1,12,383.51,408.5
971,0.598,0.0582,30.5309,0,0.024,0,38.2,14,60013.2,0,42.5,0,383.47,405.92
972,0.6408,0.0704,27.2916,0.0248,0.2946,0,44.7,18.4,58937.8,31.7,575.4,0,383.44,403.34
973,0.2273,0.0166,24.9783,0.0034,0.2432,0.0022,15.9,4.5,54478.5,4.4,473.7,1.7,383.41,400.76
974,0.4016,0.0484,25.6016,0,0.236,0.0332,28.7,13.1,56794.4,0,470.7,25.5,383.38,398.18
975,0.2427,0.0643,28.5617,0,0.1251,0,16.7,17,60862.5,0,238,0,383.35,395.62
976,0.4148,0.0325,29.6611,0,0.0435,0,28.4,8.5,62704.7,0,82.2,0,383.32,393.05
977,0.6172,0.0266,22.2165,0,0.2329,0,40.4,6.5,44963.2,0,427.7,0,383.29,390.49
978,0.2754,0.021,26.2727,0.0447,0.4178,0.0051,19.1,5.6,56913.1,56.9,810.7,3.8,383.26,387.94
979,0.211,0.0276,24.3099,7e-04,0.2591,0.0017,14.6,7.3,52414.3,0.8,499,1.3,383.23,385.38
980,0.3968,0,26.348,0,0.0654,0,28.8,0,59064.1,0,131.2,0,383.2,382.83
981,0.202,0.078,24.8331,0,0.1519,0.0078,14.4,21.3,54872.4,0,299.9,6.1,383.17,380.29
982,0.2406,0,22.3133,0.0368,0.6208,0.0014,16.6,0,48616.8,47.5,1213.9,1,383.14,377.74
983,0.2795,0.0323,25.1746,0.0699,0.6683,0,19.2,8.5,54498.5,89.9,1300.3,0,383.11,375.22
984,0.424,0.0279,24.9347,0.0152,0.4469,0.0069,29.7,7.4,54575.3,19.6,881.3,5.2,383.08,372.69
985,0.442,0.0848,24.1351,0.051,0.7903,0,30.9,22.5,53246.4,67.4,1579.9,0,383.05,370.16
986,0.5148,0.0433,27.4275,0,0.1931,0,36,11.4,59315.7,0,375.4,0,383.02,367.63
987,0.1962,0.0413,25.9986,0,0.0937,9e-04,14.2,11.5,58197.2,0,187,0.7,382.98,365.11
988,0.4461,0.0404,24.432,0,0.2119,0,31.1,10.6,52783.2,0,411.9,0,382.96,362.6
989,0.2603,0.0691,26.4498,0,0.4763,0,18.2,18.5,57843.7,0,934.5,0,382.93,360.09
990,0.3968,0.0185,26.8374,0,0.4155,0,27.5,4.9,57985.9,0,806.4,0,382.89,357.58
991,0.4927,0.0171,25.8382,0,0.3891,0,34.4,4.5,56288.2,0,763.1,0,382.86,355.08
992,0.3321,0.0455,24.9906,0,0.2792,0.0174,23.2,12.1,54321.8,0,544.8,13.1,382.84,352.59
993,0.49,0.016,23.0417,0.0682,0.9247,0.0295,34.1,4.2,50754.8,90.6,1850.7,22,382.81,350.1
994,0.4143,0.0515,21.8119,0.0988,1.124,0.0029,28.5,13.4,48029.1,131.9,2249,2.1,382.77,347.59
995,0.4595,0.0632,21.263,0.1882,1.3456,0.0091,31.3,16.3,46692,254,2698,6.6,382.75,345.11
996,0.5823,0,22.3898,0.0519,1.1224,0.0155,40.2,0,49300.6,69.4,2254.9,11.4,382.72,342.63
997,0.288,0.034,21.8817,0.0883,1.1775,0.027,19.8,8.9,48181.4,117.7,2351.3,20.1,382.68,340.15
998,0.3495,0.0378,20.5806,0.1401,1.2221,0.0295,24.2,9.9,45886.2,190.7,2478.9,22,382.66,337.68
999,0.3268,0.0446,22.3425,0.137,0.9967,0.0071,22.7,11.8,49541.6,183.3,1999.3,5.4,382.62,335.21
1000,0.5141,0.0199,23.9995,0.0805,0.6261,0.0144,36.5,5.3,53477.3,107.1,1261.6,10.9,382.6,332.74
1001,0.4044,0.0516,25.6047,0.0415,0.2126,0,28.6,13.9,56248.4,53.6,419.5,0,382.56,330.28
1002,0.2873,0.0389,24.8049,0,0.2267,0.0092,19.9,10.3,53473.8,0,437.8,6.9,382.54,327.83
1003,0.3658,0.0205,26.3094,0.001,0.336,0.0033,25.7,5.5,57455.6,1.3,658.8,2.5,382.51,325.37
1004,0.1655,0,24.139,0.0751,0.6177,0.0298,11.6,0,53295.9,98.1,1221.3,22.8,382.47,322.92
1005,0.3067,0.0497,25.206,0.0079,0.2224,0,21.7,13.4,55309,10.2,437.3,0,382.45,320.48
1006,0.3438,0.038,27.7859,0,0.2083,0.0015,24.1,10.1,60354.6,0,405.3,1.1,382.41,318.03
1007,0.3284,0.0302,27.3829,0,0.1508,0,22.3,7.8,57642.7,0,284,0,382.38,315.59
1008,0.432,0.0174,26.9748,0.0269,0.18,0,30.3,4.6,58711.7,34.4,351.1,0,382.37,313.18
1009,0.5169,0.0164,22.0836,0.0379,0.5948,0.0101,36.1,4.3,48428.8,49.6,1181.7,7.5,382.33,310.74
1010,0.4045,0.025,21.5412,0.0811,0.9608,0.0297,28.3,6.6,47954.4,109.1,1942.8,22.3,382.31,308.32
1011,0.3716,0.0455,21.2535,0.0714,0.968,0.0289,25.7,11.9,46819.6,95,1936.6,21.5,382.28,305.89
1012,0.3843,0.0309,21.7885,0.1397,1.0595,0.0282,26.5,8.1,47926.6,186.4,2115,20.9,382.23,303.47
1013,0.3059,0.0303,21.2202,0.0942,1.1605,0,20.7,7.8,46220.6,124.2,2289.2,0,382.21,301.06
1014,0.2687,0.0158,20.3769,0.1579,1.1641,0.0162,18.4,4.1,44870.6,211.4,2322.9,12,382.17,298.65
1015,0.2811,0.0227,20.9532,0.0916,1.1667,0.0026,19.2,5.9,46036.3,121.8,2321.7,1.9,382.15,296.25
1016,0.4943,0.0178,20.944,0.1295,1.0616,0.0253,34.3,4.7,46508.9,175.1,2147.5,18.8,382.12,293.84
1017,0.3792,0.0538,20.0893,0.1583,1.5233,0.039,25.7,13.8,44301.2,215.9,3074.1,28.4,382.09,291.45
1018,0.301,0.0192,20.2442,0.0557,0.7591,0.0011,20.7,5,44188.6,72.8,1495.8,0.8,382.08,289.05
1019,0.2586,0,24.3522,0.056,1.0436,0.0076,18,0,54130.1,74.5,2089.5,5.8,382.05,286.66
1020,0.3926,0.0779,21.4406,0.0139,0.6602,0.0166,27.2,20.5,46880.8,18.2,1308.8,12.4,382.01,284.27
1021,0.4308,0.0653,27.2137,0.0225,0.2823,0,29.8,17.1,58352.5,28.4,544.3,0,382,281.88
1022,0.5406,0.0628,26.785,0,0.0326,0,39.4,17.2,60042.8,0,65.8,0,381.95,279.52
1023,0.3351,0.0303,28.4,0,0.0292,0,23.7,8.2,62064.3,0,57,0,381.92,277.14
1024,0.327,0.0628,26.692,0.0209,0.223,0.0028,23.4,17.2,59371.8,27.2,444.4,2.2,381.9,274.76
1025,0.1338,0.0432,25.3537,0,0.1217,0,9.5,11.8,55794.7,0,238.4,0,381.87,272.4
1026,0.5772,0.0307,26.7097,0,0.0114,0,42.1,8.4,59926.7,0,23,0,381.84,270.04
1027,0.4315,0.081,27.3951,0,0.0469,0.0109,32,22.7,62530.9,0,96.1,8.6,381.82,267.67
1028,0.4196,0.0364,26.1104,0,0.0648,0,30.4,10,58474.9,0,130.2,0,381.78,265.32
1029,0.2583,0.0815,24.3641,0.0094,0.2154,0,18.1,21.9,53204.1,12.1,421.3,0,381.76,262.97
1030,0.4473,0.03,25.2,0.0259,0.5897,0,31.3,8,55245.9,33.7,1166.1,0,381.73,260.62
1031,0.3188,0.0592,27.1932,0.0213,0.2403,0.0119,22.9,16.2,60568.6,27.9,479.8,9.2,381.71,258.27
1032,0.5071,0.0258,26.5938,0,0.0656,0,36.9,7.1,59605.6,0,132.1,0,381.67,255.93
1033,0.3652,0.0193,27.9639,0,0.0515,0,26.3,5.3,62291.3,0,102.6,0,381.65,253.59
1034,0.6147,0.0869,30.5816,0,0.102,0,39.4,20.9,60253.3,0,181,0,381.62,251.26
1035,0.4879,0.0778,26.5493,0,0.0498,0,35.5,21.4,59486.4,0,100.3,0,381.59,248.93
1036,0.6016,0.06,29.7471,0,0.0459,0,39,14.6,59345.9,0,82.3,0,381.57,246.6
1037,0.4768,0.0163,27.6964,0,0.0309,0,32.6,4.2,58416.3,0,58.4,0,381.54,244.27
1038,0.3788,0.0378,26.621,0,0.0292,0,27.5,10.4,59669.1,0,58.6,0,381.51,241.96
1039,0.4669,0.0707,26.8949,0,0.0274,0,34,19.5,60308.8,0,55.1,0,381.48,239.65
1040,0.2965,0.0241,28.344,0,0.0238,0.0053,21.4,6.6,63119.5,0,47.3,4.2,381.45,237.33
1041,0.6856,0.0341,32.6376,0,0.0715,0,43,8,62941.6,0,124,0,381.43,235.02
1042,0.5138,0.0521,26.8477,0,0.0363,0,37.4,14.3,60171.9,0,73.2,0,381.4,232.72
1043,0.2978,0.0468,26.671,0.0248,0.0216,0.0222,22.3,13.3,61516.9,33.4,44.6,18,381.37,230.42
1044,0.1264,0.0144,28.9644,0,0.0721,0,8.9,3.9,63100.9,0,139.5,0,381.34,228.12
1045,0.6721,0.0401,31.6974,0,0.0742,0,43.1,9.6,62452.5,0,131.7,0,381.32,225.83
1046,0.3689,0.0534,28.6471,0,0.048,0.0035,26.1,14.4,62600.7,0,93.8,2.6,381.29,223.54
1047,0.6874,0.0741,34.1041,0,0.0355,0,41,16.6,62433.7,0,58.5,0,381.26,221.26
1048,0.2379,0.0172,28.7828,0,0.0342,0,16.8,4.7,62758,0,66.4,0,381.23,218.97
