PMC,Mg,Al,Ca,Ti,Fe,Si,image_i,image_j
1384,0.4967,0.0734,26.1233,0.0055,0.0828,0.0029,372.7,332.79
1385,0.3252,0.0344,25.6294,0.0696,0.4929,0.0009,372.67,330.33
1386,0.1687,0.0651,24.4469,0.1505,0.7068,0.0153,372.65,327.87
1387,0.361,0.0498,27.4753,0.0,0.0621,0.006,372.63,325.41
1388,0.5911,0.024,26.2922,0.0,0.0628,0.0,372.62,322.98
1389,0.1942,0.0276,23.4086,0.0455,0.2901,0.0098,372.59,320.52
1390,0.6062,0.0167,23.2738,0.0475,0.7902,0.0334,372.57,318.08
1391,0.3155,0.0235,21.8757,0.0693,1.1939,0.0155,372.55,315.65
1392,0.4388,0.0219,21.777,0.1099,1.1646,0.0018,372.53,313.22
1393,0.5553,0.0195,22.1792,0.0881,1.1242,0.0108,372.51,310.79
1394,0.491,0.0181,22.5124,0.0834,0.9889,0.0207,372.48,308.36
1395,0.3048,0.0643,23.0878,0.1168,1.0119,0.0078,372.45,305.93
1396,0.2934,0.0363,21.5429,0.0885,0.8325,0.0244,372.43,303.52
1397,0.3693,0.0417,25.5902,0.073,0.5029,0.0174,372.42,301.11
1398,0.3701,0.0395,27.6815,0.0413,0.1896,0.0095,372.39,298.69
1399,0.5128,0.0814,26.2626,0.0,0.0247,0.0066,372.37,296.29
1400,0.4463,0.0946,28.2884,0.0,0.1579,0.0,372.36,293.89
1401,0.4064,0.043,26.2664,0.0194,0.4865,0.0,372.33,291.49
1402,0.604,0.0766,26.2443,0.0021,0.0413,0.0,372.31,289.1
1403,0.269,0.0328,28.9774,0.0,0.0052,0.0092,372.29,286.71
1404,0.5104,0.0557,32.3927,0.0,0.053,0.0,372.28,284.31
1405,0.3921,0.0207,28.8724,0.0,0.1593,0.0,372.26,281.93
1406,0.3339,0.0361,24.805,0.0539,0.3512,0.0,372.24,279.55
1407,0.288,0.0409,26.5712,0.0693,0.5538,0.0132,372.21,277.18
1408,0.4759,0.0261,26.3829,0.0,0.053,0.0,372.19,274.81
1409,0.1881,0.0541,27.4409,0.0121,0.0289,0.0053,372.18,272.43
1410,0.4964,0.0382,28.8342,0.0,0.0489,0.0,372.14,270.09
1411,0.3872,0.0472,28.4987,0.0,0.0694,0.0,372.13,267.72
1412,0.6156,0.0924,32.5731,0.0,0.0382,0.0,372.11,265.36
1413,0.4304,0.0589,29.2524,0.0,0.0196,0.0,372.09,263.01
1414,0.641,0.0123,30.5297,0.0,0.0266,0.0,372.07,260.66
1415,0.3205,0.052,26.2428,0.0,0.0799,0.0,372.05,258.32
1416,0.384,0.0357,23.3559,0.0,0.3542,0.0249,372.02,255.98
1417,0.3278,0.0332,25.6031,0.0,0.298,0.0079,372.01,253.63
1418,0.3528,0.0096,25.4655,0.0341,0.6222,0.0092,371.98,251.31
1419,0.1785,0.0134,22.7603,0.077,1.2766,0.0165,371.97,248.98
1420,0.3625,0.0464,24.1619,0.0,0.3564,0.0,371.95,246.65
1421,0.4793,0.0113,27.8068,0.0258,0.0726,0.0004,371.93,244.32
1422,0.4988,0.0567,26.8761,0.0,0.0195,0.0,371.9,242.01
1423,0.1346,0.0363,27.4382,0.0,0.0486,0.0074,371.88,239.69
1424,0.4576,0.0486,28.7911,0.0,0.0456,0.0,371.87,237.38
1425,0.2511,0.0263,27.8473,0.0,0.0218,0.0,371.85,235.07
1426,0.3616,0.0198,28.9341,0.0,0.0061,0.0,371.82,232.77
1427,0.2781,0.0278,27.2215,0.0,0.0268,0.0,371.81,230.46
1428,0.5862,0.0395,26.6008,0.0,0.0418,0.0,371.79,228.16
1429,0.5,0.0101,27.6456,0.0,0.0721,0.0,371.76,225.88
1430,0.5991,0.0566,29.3471,0.0,0.0497,0.0,371.75,223.58
1431,0.4069,0.0353,26.4845,0.0,0.0232,0.0,371.73,221.3
1432,0.2351,0.0345,27.7843,0.0109,0.0102,0.0,371.71,219.01
1433,0.1572,0.0343,27.963,0.0144,0.0373,0.0,371.68,216.74
1434,0.3776,0.0989,29.6648,0.0,0.0552,0.0,371.66,214.46
1435,0.4216,0.0429,26.6431,0.0,0.046,0.0,371.65,212.19
1436,0.5262,0.0568,28.242,0.0,0.0383,0.0049,371.63,209.92
1437,0.5904,0.0454,30.2724,0.0,0.0054,0.0,371.61,207.66
1438,0.5052,0.0393,28.6802,0.0049,0.0208,0.0,371.59,205.4
1439,0.3193,0.0747,26.5702,0.0,0.024,0.0,371.57,203.14
1440,0.1941,0.0319,25.7069,0.0,0.0267,0.0,371.55,200.88
1441,0.1616,0.0112,25.2308,0.0,0.0304,0.0091,371.53,198.63
1442,0.6232,0.0481,26.8559,0.0,0.043,0.0,371.51,196.39
1443,0.1897,0.0218,26.7563,0.0,0.0465,0.0045,371.49,194.14
1444,0.6122,0.0408,31.0447,0.0,0.0367,0.0,371.47,191.9
1445,0.4552,0.0229,29.1032,0.0,0.0235,0.0,371.45,189.66
1446,0.5122,0.0877,26.8316,0.0,0.031,0.0,371.43,187.43
1447,0.2946,0.0637,28.7623,0.0,0.0298,0.0,369.07,187.44
1448,0.4716,0.0502,27.9038,0.0,0.0469,0.0,369.09,189.67
1449,0.3243,0.0582,26.4114,0.0,0.0346,0.0,369.11,191.91
1450,0.2522,0.0227,28.888,0.0,0.0343,0.0,369.13,194.15
1451,0.507,0.0737,31.0435,0.0,0.0256,0.0096,369.15,196.39
1452,0.457,0.0397,29.248,0.0,0.0636,0.0,369.16,198.64
1453,0.3298,0.0173,28.654,0.0,0.0091,0.0,369.18,200.89
1454,0.2733,0.0712,28.8035,0.0,0.0667,0.0218,369.2,203.15
1455,0.4088,0.0388,31.7442,0.0,0.0285,0.0,369.22,205.41
1456,0.6021,0.0217,26.4917,0.0,0.0,0.0,369.23,207.67
1457,0.5686,0.0996,28.8889,0.0,0.0199,0.0,369.25,209.93
1458,0.4781,0.0605,31.0378,0.0,0.0,0.0,369.27,212.2
1459,0.262,0.0634,28.5395,0.0,0.0215,0.0,369.29,214.48
1460,0.4699,0.0319,39.8033,0.0,0.0737,0.0,369.3,216.75
1461,0.2756,0.0099,27.6264,0.0,0.0471,0.0,369.32,219.03
1462,0.3612,0.0315,28.7669,0.0,0.0234,0.0,369.34,221.31
1463,0.3282,0.0121,28.7675,0.0,0.0133,0.0,369.36,223.6
1464,0.4154,0.0245,26.6286,0.0,0.0385,0.0,369.38,225.89
1465,0.3719,0.0522,28.3229,0.0,0.0359,0.0,369.4,228.18
1466,0.6715,0.0353,33.1492,0.0,0.0018,0.0,369.41,230.48
1467,0.7061,0.0704,33.5237,0.0,0.0306,0.0,369.43,232.78
1468,0.3195,0.0134,28.8263,0.0064,0.0378,0.0037,369.45,235.08
1469,0.6132,0.0301,31.338,0.0,0.0384,0.0,369.47,237.39
1470,0.3999,0.0338,27.5162,0.0,0.0504,0.0045,369.49,239.7
1471,0.3989,0.0301,26.0219,0.0467,0.6078,0.0254,369.5,242.02
1472,0.351,0.0114,23.4903,0.0994,0.9821,0.018,369.52,244.33
1473,0.2696,0.0,16.7716,0.1512,0.81,0.091,369.54,246.66
1474,0.2727,0.0,20.5944,0.1318,1.0043,0.0512,369.56,248.98
1475,0.4058,0.0723,26.5979,0.0,0.3045,0.0,369.58,251.32
1476,0.347,0.0805,23.9153,0.0337,0.8237,0.0197,369.6,253.65
1477,0.5039,0.0554,22.9446,0.0951,0.897,0.0024,369.61,255.99
1478,0.2778,0.0353,25.0044,0.071,0.6908,0.0048,369.63,258.33
1479,0.6231,0.0531,28.0751,0.0,0.1504,0.022,369.65,260.67
1480,0.3763,0.0228,28.6139,0.0,0.0092,0.0,369.67,263.03
1481,0.4151,0.0179,26.6054,0.0,0.0314,0.0,369.69,265.37
1482,0.4996,0.0217,26.3655,0.0,0.046,0.0078,369.71,267.73
1483,0.267,0.0501,27.3646,0.0101,0.2885,0.0,369.72,270.1
1484,0.3314,0.0248,24.0735,0.0548,0.4138,0.0109,369.74,272.45
1485,0.4572,0.036,25.6118,0.0585,0.6135,0.0045,369.76,274.82
1486,0.1891,0.047,19.8457,0.2353,2.4298,0.0289,369.78,277.19
1487,0.3501,0.0218,21.2817,0.1683,1.7566,0.0299,369.81,279.56
1488,0.3543,0.0529,26.0557,0.0305,0.5334,0.0,369.83,281.94
1489,0.3328,0.0416,27.0316,0.0,0.1303,0.0,369.83,284.34
1490,0.2948,0.0375,28.8252,0.0,0.0,0.0,369.84,286.73
1491,0.44,0.0739,27.8701,0.0,0.0338,0.0067,369.87,289.11
1492,0.2632,0.0262,22.3404,0.0486,1.2156,0.0243,369.92,291.49
1493,0.4881,0.0232,25.4904,0.0,0.5158,0.0,369.92,293.9
1494,0.4256,0.0829,28.8404,0.0,0.0625,0.0032,369.93,296.3
1495,0.4614,0.0426,27.0339,0.0,0.0471,0.0,369.95,298.71
1496,0.3425,0.0357,27.5676,0.0,0.1759,0.0,369.98,301.12
1497,0.3326,0.0271,23.0835,0.1184,0.9577,0.0,370.02,303.54
1498,0.3852,0.0822,22.8818,0.0677,0.9051,0.0042,370.0,305.94
1499,0.1931,0.0251,21.5087,0.0656,0.6048,0.0,370.01,308.35
1500,0.4169,0.0337,23.8239,0.0866,0.7596,0.0,370.04,310.79
1501,0.5274,0.0236,23.0859,0.0967,0.8581,0.0145,370.07,313.23
1502,0.36,0.0,22.9744,0.0769,0.8148,0.0,370.09,315.67
1503,0.3298,0.0193,22.5515,0.0721,0.9177,0.006,370.11,318.1
1504,0.325,0.0,21.9375,0.1869,1.1411,0.029,370.12,320.53
1505,0.4738,0.0092,23.8775,0.0764,0.992,0.0059,370.14,322.98
1506,0.4604,0.0777,21.0603,0.0,0.2073,0.0072,370.16,325.42
1507,0.4146,0.062,27.4571,0.0,0.1154,0.0,370.18,327.88
1508,0.3471,0.0229,28.2065,0.0,0.0593,0.0,370.2,330.33
1509,0.5542,0.0668,29.1107,0.0,0.0483,0.0,370.22,332.79
1510,0.4238,0.011,27.7402,0.0,0.3122,0.0,370.24,335.27
1511,0.4909,0.0377,25.4051,0.0658,0.5541,0.0044,370.26,337.74
1512,0.2405,0.0503,25.0378,0.0247,0.5079,0.0201,370.28,340.2
1513,0.3139,0.0442,23.9028,0.0296,0.3456,0.0138,370.3,342.69
1514,0.3927,0.007,26.1597,0.0,0.3255,0.0,370.32,345.17
1515,0.3782,0.0,24.3122,0.0,0.1375,0.0,370.34,347.66
1516,0.2386,0.0168,27.9049,0.0,0.4276,0.0,370.36,350.15
1517,0.3541,0.0777,26.0333,0.0062,0.3671,0.0029,370.38,352.64
1518,0.3729,0.0516,23.6872,0.1074,0.8443,0.005,370.4,355.13
1519,0.3896,0.0323,26.1875,0.0,0.238,0.0,370.42,357.64
1520,0.6102,0.0608,25.465,0.0206,0.5206,0.0,370.44,360.15
1521,0.3287,0.0668,25.8056,0.0,0.2608,0.0,370.46,362.66
1522,0.2937,0.0,24.7908,0.0143,0.2652,0.0,370.48,365.17
1523,0.4701,0.0069,24.2112,0.0214,0.738,0.0,370.5,367.68
1524,0.4909,0.068,23.256,0.0567,0.8441,0.0059,370.52,370.21
1525,0.4047,0.0319,23.5103,0.0331,0.3573,0.0083,370.54,372.74
1526,0.2615,0.0275,23.22,0.0412,0.4157,0.0,370.56,375.27
1527,0.2878,0.0935,25.3789,0.0615,0.5616,0.0034,370.58,377.8
1528,0.4344,0.0542,24.2023,0.0654,0.7338,0.0082,370.6,380.34
1529,0.3386,0.052,24.5901,0.0243,0.653,0.0027,370.62,382.88
1530,0.3205,0.0358,27.2151,0.0355,0.137,0.0,370.64,385.43
1531,0.2541,0.0442,24.9468,0.0,0.1438,0.0097,370.66,387.99
1532,0.4443,0.0159,26.9235,0.0,0.1033,0.0138,370.68,390.55
1533,0.2218,0.0551,22.1524,0.1181,1.0004,0.0062,370.7,393.1
1534,0.3245,0.0348,18.9966,0.2219,1.378,0.0164,370.72,395.67
1535,0.2697,0.0058,20.5192,0.1575,1.2956,0.0159,370.74,398.24
1536,0.6027,0.061,25.888,0.0,0.3084,0.0144,370.76,400.82
1537,0.2657,0.0565,25.8698,0.0,0.2065,0.0064,370.78,403.39
1538,0.4806,0.056,26.2521,0.0,0.0707,0.0,370.8,405.97
1539,0.3625,0.0454,26.1601,0.0,0.0737,0.0,370.82,408.56
1540,0.4369,0.0041,28.3654,0.0,0.0273,0.0,370.84,411.15
1541,0.2891,0.0335,26.4669,0.0,0.025,0.0,370.86,413.75
1542,0.5569,0.0477,27.1997,0.0,0.266,0.0,370.88,416.34
1543,0.7029,0.0369,24.4237,0.041,0.5009,0.0401,368.34,416.35
1544,0.305,0.0683,27.2432,0.0431,0.1528,0.002,368.32,413.75
1545,0.3257,0.0652,25.5795,0.0,0.2813,0.0044,368.3,411.16
1546,0.441,0.0313,25.7057,0.0365,0.4669,0.0,368.28,408.57
1547,0.38,0.0,26.1256,0.012,0.1019,0.0046,368.26,405.98
1548,0.5031,0.0767,24.0672,0.0229,0.7456,0.0122,368.24,403.4
1549,0.2744,0.0633,26.227,0.0,0.427,0.0098,368.23,400.82
1550,0.3786,0.0,25.839,0.0129,0.1814,0.0148,368.21,398.25
1551,0.2416,0.0359,21.0046,0.0426,0.8024,0.0,368.19,395.68
1552,0.1215,0.003,21.1847,0.0787,0.7261,0.0009,368.17,393.12
1553,0.3581,0.0143,26.2346,0.0088,0.3398,0.0136,368.15,390.55
1554,0.4129,0.0579,24.9308,0.0479,0.5564,0.0,368.14,387.99
1555,0.481,0.013,26.8851,0.0099,0.2195,0.0023,368.12,385.45
1556,0.3756,0.0161,26.371,0.0257,0.3174,0.0,368.1,382.9
1557,0.3108,0.0465,24.4807,0.0626,0.795,0.0058,368.08,380.36
1558,0.5666,0.0643,25.4841,0.0198,0.5606,0.0,368.06,377.81
1559,0.3655,0.0167,27.6955,0.0117,0.1273,0.0024,368.05,375.28
1560,0.4963,0.0421,27.1498,0.0,0.1434,0.0,368.03,372.74
1561,0.3657,0.0354,23.9143,0.1016,0.8717,0.0181,368.01,370.22
1562,0.2249,0.0,23.5651,0.0946,0.8826,0.0031,367.99,367.7
1563,0.5156,0.1189,27.1366,0.0279,0.4028,0.0,367.97,365.17
1564,0.509,0.0385,29.0158,0.0,0.1695,0.0,367.96,362.67
1565,0.4193,0.0968,28.65,0.0,0.1535,0.0,367.94,360.15
1566,0.2332,0.0,25.5572,0.0641,0.4774,0.0072,367.92,357.65
1567,0.1477,0.0445,16.9608,0.2803,3.4626,0.0433,367.9,355.15
1568,0.3238,0.041,21.0077,0.2061,1.7817,0.0071,367.89,352.65
1569,0.4015,0.0088,26.497,0.0,0.3959,0.0,367.87,350.15
1570,0.5057,0.044,26.5533,0.0,0.2348,0.0,367.85,347.67
1571,0.607,0.0291,27.1007,0.0,0.2466,0.0,367.83,345.18
1572,0.4538,0.0268,25.112,0.0188,0.3234,0.0,367.82,342.7
1573,0.2711,0.0314,23.3674,0.0319,0.4101,0.0021,367.8,340.23
1574,0.4604,0.0497,25.825,0.0,0.4284,0.0,367.78,337.74
1575,0.2906,0.0504,24.1638,0.0,0.2226,0.0,367.76,335.28
1576,0.402,0.0111,28.5462,0.0,0.0236,0.0,367.74,332.81
1577,0.4865,0.0625,26.7088,0.0,0.0071,0.0013,367.73,330.36
1578,0.87,0.0769,32.7002,0.0112,0.0,0.0,367.71,327.89
1579,0.5513,0.0139,27.1352,0.0,0.1683,0.0,367.7,325.45
1580,0.3409,0.0491,22.4071,0.0575,1.0599,0.0214,367.68,323.0
1581,0.4765,0.0588,22.2186,0.1222,1.029,0.0091,367.65,320.53
1582,0.3611,0.0466,23.3167,0.0435,0.7359,0.0128,367.65,318.11
1583,0.426,0.0318,23.7955,0.0887,0.793,0.0214,367.63,315.67
1584,0.269,0.0512,21.033,0.0753,0.808,0.0127,367.61,313.23
1585,0.4737,0.0497,22.0099,0.1007,0.9908,0.0194,367.57,310.79
1586,0.2909,0.0829,22.9745,0.0608,0.8866,0.0142,367.58,308.39
1587,0.4305,0.0111,24.2279,0.0554,0.6214,0.0,367.56,305.96
1588,0.3803,0.0303,23.7803,0.0795,0.6835,0.0134,367.55,303.55
1589,0.3554,0.0309,23.2912,0.0876,0.8699,0.0,367.51,301.12
1590,0.3924,0.0372,26.1345,0.0,0.3157,0.0072,367.52,298.72
1591,0.2469,0.0449,26.9345,0.0,0.0361,0.0,367.51,296.31
1592,0.4763,0.0562,26.2198,0.0,0.1823,0.0,367.46,293.91
1593,0.3842,0.064,25.607,0.0493,0.6157,0.0022,367.47,291.51
1594,0.1903,0.0225,26.9111,0.0,0.1061,0.0,367.44,289.11
1595,0.448,0.03,26.5855,0.0357,0.0,0.0,367.43,286.72
1596,0.3651,0.0077,28.9421,0.0,0.046,0.0,367.39,284.36
1597,0.3773,0.0338,24.3003,0.0322,0.3057,0.0,367.38,281.96
1598,0.4156,0.0195,22.8792,0.0745,0.9668,0.0,367.37,279.58
1599,0.3584,0.0324,23.0837,0.0812,0.8171,0.0,367.36,277.19
1600,0.6161,0.0425,24.3255,0.0544,0.8191,0.0054,367.33,274.84
1601,0.3853,0.0245,23.9216,0.0571,0.8021,0.0089,367.32,272.46
1602,0.3459,0.0258,22.7113,0.0613,1.0891,0.0105,367.31,270.09
1603,0.5154,0.0161,24.7378,0.046,0.7006,0.0015,367.28,267.75
1604,0.5239,0.0339,25.66,0.0036,0.1793,0.0,367.27,265.38
1605,0.4413,0.0238,28.4141,0.0,0.0376,0.0,367.25,263.03
1606,0.4216,0.0572,27.8232,0.0,0.2689,0.0,367.24,260.68
1607,0.1592,0.0052,23.2345,0.092,0.8519,0.0118,367.22,258.35
1608,0.3288,0.0136,23.4475,0.0569,0.9317,0.0097,367.2,255.99
1609,0.3035,0.0402,23.6542,0.0016,0.6794,0.0127,367.19,253.66
1610,0.4675,0.0806,27.3765,0.0196,0.248,0.0038,367.17,251.33
1611,0.705,0.0086,26.6208,0.0455,0.2787,0.0324,367.15,248.99
1612,0.3358,0.0,13.4795,0.2112,0.7119,0.1856,367.14,246.67
1613,0.2333,0.0612,11.677,0.3603,2.5574,0.1381,367.12,244.35
1614,0.3021,0.0583,16.8572,0.28,2.7213,0.0594,367.11,242.02
1615,0.3028,0.0106,20.816,0.188,2.2337,0.0253,367.09,239.71
1616,0.3656,0.0833,26.5881,0.0,0.1707,0.0225,367.07,237.4
1617,0.2891,0.0308,28.2165,0.0,0.0101,0.0013,367.05,235.09
1618,0.554,0.0752,27.5466,0.0,0.0564,0.0,367.04,232.79
1619,0.6063,0.052,35.0749,0.0,0.0448,0.0,367.02,230.49
1620,0.4375,0.0557,29.5651,0.0,0.0264,0.0,367.01,228.19
1621,0.2786,0.0084,27.7059,0.0,0.0168,0.0,366.99,225.9
1622,0.2966,0.0394,27.3708,0.0,0.0171,0.0,366.97,223.61
1623,0.4095,0.0053,29.3796,0.0,0.0252,0.0005,366.96,221.32
1624,0.4338,0.0553,29.1914,0.0,0.0227,0.0,366.94,219.04
1625,0.3093,0.0699,27.0284,0.0,0.0271,0.0262,366.93,216.76
1627,0.4363,0.0587,27.1273,0.0,0.0064,0.0,366.89,212.22
1628,0.5514,0.0515,26.7139,0.0,0.0087,0.006,366.88,209.94
1629,0.6176,0.0537,26.7421,0.0011,0.0534,0.0,366.86,207.68
1630,0.1935,0.0148,26.9831,0.0,0.0303,0.0,366.84,205.42
1631,0.5245,0.0415,26.7952,0.0,0.0297,0.0,366.83,203.16
1632,0.3997,0.0209,26.752,0.0,0.025,0.0,366.81,200.9
1633,0.2937,0.0296,27.6608,0.0,0.0293,0.0117,366.8,198.66
1634,0.4586,0.0359,26.8706,0.0,0.0433,0.0,366.78,196.41
1635,0.3763,0.0527,26.7119,0.0,0.0192,0.0,366.77,194.16
1636,0.5291,0.0518,31.7039,0.0,0.0254,0.0,366.75,191.93
1637,0.4852,0.037,33.0891,0.0,0.0396,0.0,366.73,189.69
1638,0.3717,0.0164,28.8968,0.0027,0.0185,0.0064,366.72,187.46
1639,0.3732,0.0387,26.9414,0.0,0.0309,0.0157,364.36,187.47
1640,0.5193,0.0725,27.7228,0.0,0.0209,0.0062,364.38,189.7
1641,0.3557,0.0302,28.7136,0.0039,0.037,0.0,364.39,191.94
1642,0.33,0.0658,27.5421,0.0,0.0138,0.0007,364.4,194.18
1643,0.3865,0.0683,27.0518,0.0,0.0306,0.0,364.42,196.42
1644,0.3052,0.0371,27.9861,0.0,0.0411,0.0,364.43,198.67
1645,0.4179,0.0441,26.9523,0.0,0.0184,0.0,364.45,200.92
1646,0.76,0.0691,31.0788,0.0,0.063,0.0,364.46,203.18
1647,0.3107,0.0718,30.9747,0.0,0.0687,0.0,364.47,205.43
1648,0.3239,0.0504,26.6395,0.0,0.0378,0.0,364.49,207.69
1649,0.0757,0.0175,24.9573,0.0,0.0159,0.0176,364.5,209.96
1650,0.7949,0.0732,37.1043,0.0,0.0075,0.0,364.52,212.22
1651,0.7953,0.0527,21.8399,0.0,0.1101,0.0,364.53,214.49
1652,0.5263,0.0153,31.6582,0.0,0.0233,0.0,364.55,216.77
1653,0.3066,0.0077,29.0587,0.0,0.0112,0.0,364.56,219.05
1654,0.3202,0.0351,28.8995,0.0,0.0133,0.0,364.57,221.33
1655,0.3954,0.0244,26.8125,0.0,0.0141,0.0022,364.59,223.62
1656,0.4503,0.0396,28.8667,0.0,0.0415,0.0,364.6,225.91
1657,0.3898,0.006,28.9679,0.0,0.0096,0.0,364.62,228.2
1658,0.6095,0.0486,28.6335,0.0,0.0383,0.0,364.63,230.5
1659,0.316,0.0127,28.383,0.0,0.0155,0.0,364.65,232.81
1660,0.3538,0.042,26.5917,0.0,0.0043,0.0179,364.66,235.11
1661,0.6852,0.0444,26.4326,0.0,0.2168,0.0029,364.67,237.42
1662,0.3926,0.0234,22.7956,0.032,1.163,0.0116,364.69,239.73
1663,0.272,0.0285,22.1628,0.0907,0.8411,0.0258,364.7,242.04
1664,0.3203,0.0303,20.7199,0.1661,1.2977,0.0493,364.72,244.36
1665,0.2799,0.0294,22.7231,0.0874,0.7682,0.0669,364.73,246.69
1666,0.3965,0.0163,25.0317,0.0556,0.526,0.003,364.75,249.01
1667,0.4531,0.0551,27.6077,0.0,0.312,0.0,364.76,251.33
1668,0.5706,0.0219,25.8911,0.0,0.1559,0.0,364.78,253.67
1669,0.415,0.0507,26.7084,0.0396,0.3703,0.0,364.79,256.0
1670,0.273,0.059,23.5686,0.0049,0.4446,0.0214,364.81,258.35
1671,0.3345,0.0381,27.5032,0.0,0.2795,0.0,364.82,260.69
1672,0.3091,0.0262,24.7817,0.0192,0.2004,0.0,364.83,263.05
1673,0.2136,0.0179,23.6838,0.083,0.9884,0.0,364.85,265.39
1674,0.4526,0.0501,22.1395,0.0439,0.7679,0.0063,364.86,267.76
1675,0.2856,0.0218,24.8908,0.0513,0.6107,0.0114,364.88,270.1
1676,0.1984,0.0371,23.3195,0.0319,0.3638,0.0,364.89,272.47
1677,0.3164,0.0646,26.7882,0.0752,0.4531,0.0052,364.91,274.84
1678,0.5194,0.0224,26.9251,0.0584,0.4821,0.0,364.93,277.21
1679,0.5554,0.0363,25.7732,0.014,0.5228,0.008,364.94,279.59
1680,0.3969,0.0641,24.1127,0.0472,0.6574,0.0083,364.95,281.98
1681,0.3183,0.0088,23.6471,0.0011,0.4544,0.0025,364.96,284.36
1682,0.3133,0.0008,27.2245,0.0,0.0509,0.0,364.99,286.73
1683,0.4623,0.0545,26.6687,0.0,0.0257,0.0,365.0,289.13
1684,0.6146,0.0936,27.718,0.0,0.128,0.0,365.02,291.52
1685,0.201,0.0472,27.2701,0.0,0.0476,0.0,365.05,293.91
1686,0.3579,0.0371,27.7468,0.0314,0.1351,0.0,365.05,296.32
1687,0.3266,0.0464,24.4826,0.0389,0.7705,0.0,365.07,298.73
1688,0.4035,0.0131,23.5494,0.0851,0.7744,0.0,365.1,301.15
1689,0.2473,0.0191,24.6931,0.0343,0.5957,0.0,365.09,303.55
1690,0.2173,0.0572,23.6924,0.0745,0.7748,0.0144,365.1,305.97
1691,0.3671,0.0313,21.8353,0.1589,1.2011,0.0,365.12,308.4
1692,0.5238,0.0183,22.4861,0.1109,1.0174,0.0227,365.13,310.81
1693,0.2264,0.0539,23.0418,0.0871,1.0045,0.0027,365.14,313.24
1694,0.341,0.0225,23.1573,0.1387,0.9984,0.0,365.16,315.68
1695,0.1369,0.0012,20.6764,0.0499,0.8025,0.0026,365.18,318.12
1696,0.294,0.0396,23.4102,0.0869,0.842,0.0,365.19,320.56
1697,0.2706,0.0,23.0106,0.1032,0.949,0.019,365.21,323.01
1698,0.4438,0.0197,21.345,0.0356,0.6556,0.0105,365.23,325.46
1699,0.3229,0.0159,28.7769,0.0,0.0604,0.0,365.24,327.89
1700,0.4106,0.0154,26.4992,0.0,0.0,0.0,365.26,330.37
1701,0.1749,0.0613,27.0675,0.0,0.031,0.0,365.27,332.82
1702,0.4141,0.002,28.5339,0.0,0.1016,0.0,365.29,335.29
1703,0.3767,0.0393,26.383,0.0,0.1795,0.0,365.3,337.76
1704,0.2771,0.0396,26.0662,0.046,0.4514,0.006,365.32,340.24
1705,0.36,0.0534,23.7928,0.0036,0.1958,0.0,365.33,342.71
1706,0.46,0.0415,28.7037,0.0096,0.1313,0.0,365.35,345.2
1707,0.4428,0.0215,27.4923,0.0281,0.3124,0.0,365.36,347.68
1708,0.452,0.0488,25.2558,0.0435,0.6592,0.0035,365.38,350.16
1709,0.3294,0.0615,21.8903,0.1474,1.293,0.0181,365.4,352.66
1710,0.2767,0.0116,18.9585,0.2063,1.9024,0.0398,365.41,355.16
1711,0.3623,0.051,23.6743,0.1123,0.7098,0.0128,365.43,357.66
1712,0.4747,0.0133,25.5377,0.0568,0.5162,0.0,365.44,360.16
1713,0.5072,0.0025,25.6955,0.007,0.1554,0.0,365.46,362.67
1714,0.4797,0.0125,27.0238,0.03,0.3048,0.0,365.47,365.18
1715,0.5525,0.0591,24.0139,0.0048,0.3054,0.0352,365.49,367.71
1716,0.2472,0.0314,20.5126,0.016,0.2248,0.1008,365.5,370.23
1717,0.3809,0.0259,24.262,0.0,0.3525,0.0141,365.52,372.75
1718,0.5988,0.0466,26.654,0.0482,0.4468,0.0147,365.54,375.29
1719,0.3066,0.0,25.517,0.0,0.1973,0.0109,365.55,377.82
1720,0.4465,0.062,27.5448,0.0063,0.2198,0.0014,365.57,380.36
1721,0.4307,0.0,27.7861,0.0058,0.1689,0.0,365.58,382.91
1722,0.3458,0.0542,26.2186,0.0,0.404,0.0288,365.6,385.46
1723,0.4102,0.0637,24.9096,0.0878,0.614,0.017,365.62,388.01
1724,0.2581,0.0535,23.073,0.0234,0.4007,0.0134,365.63,390.56
1725,0.4005,0.0055,23.8478,0.0207,0.3159,0.01,365.65,393.13
1726,0.3927,0.031,28.8528,0.0233,0.1258,0.0044,365.66,395.69
1727,0.534,0.0783,26.2075,0.0,0.0384,0.0,365.68,398.26
1728,0.4883,0.0615,28.4284,0.0,0.2491,0.0,365.7,400.83
1729,0.6367,0.037,25.5695,0.0265,0.5297,0.0,365.71,403.41
1730,0.3545,0.0785,24.962,0.0,0.2142,0.0,365.73,405.99
1731,0.2588,0.0107,24.0942,0.0683,0.7754,0.0,365.74,408.58
1732,0.2871,0.0192,20.8435,0.045,0.8089,0.0066,365.76,411.17
1733,0.3495,0.0539,24.9768,0.044,0.6318,0.0,365.78,413.76
1734,0.4672,0.0318,26.0098,0.0,0.49,0.0066,365.79,416.36
1735,0.5329,0.0478,25.1683,0.0419,0.9109,0.0,363.25,416.37
1736,0.4623,0.0355,23.7943,0.0718,0.952,0.0226,363.24,413.77
1737,0.4765,0.0176,22.4386,0.0927,1.0103,0.006,363.22,411.18
1738,0.2975,0.0643,22.852,0.1142,0.9118,0.0,363.21,408.59
